customer_id,revenue,number_of_orders,recency_days,ClustID
33647,880,11,136,4
8374,1016,9,14,4
22184,1163,12,92,4
31500,1121,11,87,4
13413,1033,8,150,4
29644,1135,12,27,4
38100,1115,11,52,4
25185,1209,12,93,4
32717,1263,12,4,4
16332,958,10,98,4
31266,1018,10,130,4
12156,1041,10,47,4
10150,1179,10,34,4
33164,1227,11,97,4
28518,1086,10,205,4
30291,754,10,173,4
17986,1217,9,127,4
34824,1073,10,44,4
39454,929,9,27,4
12660,1143,12,15,4
31159,821,10,112,4
34481,576,11,7,4
2581,975,11,109,4
37331,824,9,32,4
13619,1009,9,176,4
34488,1159,9,117,4
9518,921,10,55,4
22702,985,11,152,4
38116,1070,9,174,4
1515,898,14,26,4
29191,724,11,149,4
25452,879,13,188,4
15668,968,8,97,4
26668,863,9,184,4
4006,992,13,121,4
449,1203,12,95,4
30715,824,11,141,4
17019,985,11,183,4
31916,1049,11,197,4
34103,845,11,128,4
4659,1159,11,10,4
10574,1278,11,72,4
22907,803,10,157,4
13609,1036,11,190,4
5961,1170,9,116,4
22369,1092,11,3,4
37794,1049,9,44,4
38880,1039,11,73,4
12579,1175,13,31,4
5131,1192,12,219,4
8484,1054,10,129,4
25493,895,10,89,4
27998,1259,10,57,4
29255,970,10,114,4
32193,862,9,37,4
37845,1218,9,101,4
15524,1195,13,14,4
6497,839,9,149,4
14137,924,9,57,4
24172,996,10,211,4
27333,1049,11,65,4
11709,926,10,176,4
23861,1268,10,227,4
9492,825,10,104,4
5360,1193,12,79,4
23265,1241,9,87,4
36775,1369,11,92,4
12354,964,11,88,4
25180,935,9,112,4
34205,968,8,154,4
8577,1176,10,92,4
5615,697,10,45,4
31088,977,8,169,4
16541,867,9,105,4
19090,926,11,61,4
22557,890,11,226,4
36535,1165,13,119,4
18275,1167,13,147,4
18353,947,10,148,4
16802,902,11,136,4
1161,718,10,33,4
3618,879,10,97,4
29544,1154,9,209,4
11960,784,11,159,4
30430,719,10,125,4
13666,770,12,170,4
29271,1073,9,42,4
5011,1048,10,135,4
22163,873,9,9,4
28034,907,8,88,4
6751,808,10,65,4
16098,1175,13,57,4
22181,1214,11,119,4
16863,1177,13,4,4
12750,1025,11,102,4
24842,1034,10,123,4
17167,1248,11,38,4
29246,1071,10,155,4
5659,958,12,149,4
5259,1262,11,195,4
17477,1221,11,60,4
23490,853,10,73,4
15370,882,10,158,4
21530,1045,10,36,4
18600,659,11,141,4
19616,814,10,47,4
14439,961,11,221,4
39687,1103,12,149,4
15018,1025,11,116,4
11033,878,13,207,4
21995,855,13,127,4
27754,903,9,129,4
36578,1137,13,75,4
14517,877,11,35,4
22514,875,10,45,4
35324,928,10,145,4
9728,783,9,24,4
215,1099,11,167,4
14263,875,11,186,4
22260,951,8,123,4
7109,1194,11,80,4
32028,796,10,36,4
38883,1444,9,169,4
14756,857,10,187,4
21310,1253,12,59,4
15923,826,10,61,4
11540,1103,10,118,4
12347,765,10,185,4
9533,856,9,206,4
16060,982,11,199,4
4952,1085,12,130,4
8831,974,11,111,4
31268,1061,11,119,4
37808,1163,11,148,4
16140,1209,9,98,4
28517,1087,12,196,4
30754,1174,12,172,4
19134,837,9,114,4
20408,1089,12,228,4
23435,647,11,189,4
19577,833,12,184,4
11561,1006,11,186,4
25917,1141,13,187,4
9679,803,9,49,4
26539,869,10,124,4
30279,1063,7,142,4
13721,1091,10,132,4
16919,1372,11,69,4
26119,1022,8,196,4
6176,988,9,151,4
38605,1128,13,123,4
15825,964,9,123,4
2733,1116,9,19,4
8111,1165,11,151,4
19593,1213,12,155,4
39761,1151,12,57,4
10303,1093,14,41,4
33255,921,10,213,4
21373,948,13,70,4
8340,877,9,86,4
19412,1096,11,145,4
6701,1163,11,113,4
20834,975,10,28,4
16657,1032,14,222,4
8450,1022,11,94,4
137,1245,11,107,4
34633,888,10,10,4
10316,924,9,124,4
31214,938,8,33,4
6740,1106,11,170,4
6335,922,9,170,4
28868,863,9,108,4
24968,907,9,150,4
36105,1084,9,113,4
5435,1235,10,61,4
28398,1076,11,48,4
34396,1208,11,141,4
15616,1131,11,215,4
14542,817,11,78,4
35082,1009,10,46,4
308,1015,9,184,4
15651,1023,11,116,4
24640,1153,12,46,4
33790,1207,11,103,4
26561,881,8,36,4
6057,932,9,142,4
15201,1170,12,131,4
7307,1063,10,106,4
36464,711,10,71,4
1974,1009,8,169,4
7065,1086,12,70,4
4544,1146,13,107,4
4500,798,10,175,4
28665,1142,12,91,4
11116,1094,10,144,4
11214,1100,13,99,4
30299,1089,13,99,4
8441,1092,10,41,4
37489,1289,10,189,4
7207,712,11,190,4
21059,807,13,16,4
28408,760,10,178,4
3140,1033,11,102,4
10186,925,13,65,4
20882,967,9,211,4
35619,1234,11,157,4
18027,1077,11,75,4
24248,850,13,64,4
98,928,9,204,4
6886,1231,12,60,4
22426,1197,11,183,4
3656,1239,11,177,4
5818,986,10,96,4
33929,856,9,203,4
1558,1047,9,220,4
12855,827,9,117,4
36981,1213,12,136,4
17669,1005,10,210,4
28842,810,13,97,4
3412,1075,9,107,4
39501,1156,11,40,4
22664,1163,12,86,4
15459,1160,11,100,4
20417,1184,11,188,4
29570,942,12,221,4
12523,772,10,21,4
25844,1167,11,85,4
33752,1147,10,227,4
29061,861,10,126,4
8215,1079,11,48,4
34606,1090,10,106,4
29499,1279,12,197,4
9091,1070,10,115,4
21663,941,8,137,4
4453,740,10,139,4
27248,1351,11,24,4
35862,638,12,118,4
15307,752,10,91,4
8926,758,10,38,4
10562,711,10,28,4
4770,1104,12,57,4
28350,883,9,69,4
37393,1228,11,87,4
19810,991,15,36,4
497,1098,12,74,4
27949,1012,11,99,4
23195,879,13,142,4
4909,812,10,155,4
28452,1106,12,143,4
318,1213,12,226,4
5114,899,10,78,4
24727,1074,10,181,4
7473,998,8,111,4
5392,989,12,215,4
702,967,12,203,4
33350,1148,10,63,4
34055,924,10,104,4
18634,749,10,75,4
23579,936,10,103,4
30036,1302,11,137,4
37637,1024,13,135,4
10404,830,12,86,4
37191,1269,12,106,4
15968,1112,10,117,4
32824,801,9,96,4
35077,865,9,144,4
8330,1018,9,195,4
26150,897,10,117,4
4122,992,8,121,4
3313,688,10,101,4
36637,851,9,155,4
20194,1099,10,56,4
25470,1185,11,46,4
27983,1255,12,111,4
15857,1023,10,97,4
31376,897,10,117,4
30462,832,13,87,4
9682,966,10,182,4
26872,960,14,176,4
8498,1109,11,91,4
21358,1254,12,81,4
26131,935,9,90,4
2245,835,9,33,4
1954,1134,10,181,4
113,960,10,16,4
7436,1099,12,83,4
18571,949,15,101,4
37813,1263,9,132,4
6396,1216,10,184,4
39213,902,10,90,4
38594,1228,11,54,4
30312,1154,11,173,4
28612,913,12,203,4
27909,1050,11,159,4
12045,763,10,122,4
20212,813,10,207,4
15295,1108,8,147,4
15140,911,10,181,4
6955,1014,11,78,4
38720,933,9,80,4
12124,935,11,131,4
7678,857,11,169,4
13823,1002,11,190,4
38246,1033,11,202,4
16037,990,9,77,4
6705,948,9,86,4
19839,940,11,184,4
6582,993,11,16,4
20418,1167,12,96,4
27451,1107,12,174,4
31067,1023,9,87,4
18056,1273,11,160,4
10435,960,13,109,4
10438,1115,10,81,4
26512,1087,12,41,4
16788,841,11,165,4
12686,851,9,73,4
37506,1023,9,115,4
38554,935,9,96,4
2980,1047,11,224,4
23283,1166,9,56,4
15510,1303,11,207,4
358,960,9,210,4
6557,1101,12,46,4
26699,1102,10,167,4
12833,904,11,219,4
37063,1053,11,35,4
33980,883,9,16,4
5658,797,11,156,4
28298,666,10,54,4
34380,898,9,187,4
306,864,9,123,4
13655,971,11,172,4
21591,950,11,149,4
30171,1323,11,116,4
29645,746,11,162,4
13379,1094,11,160,4
27176,863,11,17,4
20388,885,9,134,4
4277,965,12,208,4
33580,981,9,156,4
22297,772,10,139,4
22422,911,11,68,4
39317,931,12,46,4
612,1009,12,64,4
25735,849,9,113,4
35959,728,10,136,4
28137,982,11,27,4
32581,1129,11,75,4
34237,1072,12,101,4
36411,931,9,108,4
15754,1147,11,147,4
4896,1272,11,115,4
31785,883,10,179,4
11575,1361,10,45,4
27963,1343,11,13,4
38818,988,9,18,4
15089,1363,11,32,4
33321,717,10,90,4
28464,1222,12,73,4
34891,1147,13,110,4
27099,844,9,136,4
14584,988,11,117,4
35372,1075,13,162,4
12804,1059,12,131,4
26696,971,12,146,4
33626,1247,12,44,4
901,936,14,41,4
8316,1195,11,35,4
32615,1067,10,210,4
6893,944,9,71,4
24766,837,11,92,4
28354,1272,12,156,4
38241,1016,10,141,4
28190,1227,12,162,4
39627,900,10,143,4
6249,1151,11,216,4
38585,863,10,211,4
36882,991,11,73,4
35621,1152,11,106,4
17401,1080,11,222,4
30955,1106,9,68,4
27296,1055,10,171,4
24422,1129,11,217,4
37994,912,11,33,4
27409,951,13,62,4
33675,1064,10,27,4
16086,984,9,55,4
21695,1019,10,189,4
39812,1131,10,177,4
1165,1233,12,8,4
28670,898,9,126,4
15297,921,9,140,4
27295,1051,12,139,4
36024,994,10,72,4
25955,688,11,133,4
11117,942,9,141,4
35545,997,9,193,4
29731,1115,10,187,4
13368,932,10,34,4
30880,864,10,172,4
6803,1299,10,124,4
22795,1127,13,187,4
14162,1180,9,178,4
39372,1075,12,107,4
38921,896,9,55,4
10567,672,12,153,4
8363,1188,13,46,4
31071,1101,11,76,4
26792,1045,11,51,4
23087,1028,9,98,4
26187,1129,13,186,4
9411,892,9,123,4
7661,1143,10,6,4
18367,877,10,47,4
27599,1144,11,71,4
24197,969,8,198,4
32826,967,10,148,4
942,989,10,29,4
35103,1131,13,96,4
11028,1059,11,112,4
30540,991,8,136,4
24830,894,9,103,4
2131,1239,9,104,4
23346,914,11,62,4
13072,1099,12,166,4
9889,1290,12,85,4
20515,992,13,34,4
1592,735,11,136,4
22685,986,14,228,4
4858,968,9,61,4
21903,1130,13,18,4
1581,824,12,80,4
36698,658,10,47,4
27515,885,12,198,4
27647,1104,11,94,4
20937,1288,11,84,4
5272,943,11,77,4
12595,814,9,86,4
371,1100,11,100,4
10755,780,10,81,4
20135,875,9,34,4
31590,677,10,35,4
24553,1091,10,168,4
19047,617,11,159,4
2807,798,10,117,4
26046,1075,11,158,4
5574,852,11,129,4
26560,855,12,194,4
7934,898,12,99,4
29285,1034,12,93,4
32747,1104,12,69,4
4050,907,9,56,4
8409,1087,11,84,4
11104,879,13,49,4
14779,1184,11,123,4
13293,990,10,52,4
19958,1014,9,215,4
16718,886,11,151,4
8355,980,14,41,4
18239,676,11,92,4
21515,652,10,15,4
17584,849,10,107,4
27346,831,10,104,4
36358,881,9,160,4
8813,900,10,51,4
8447,1256,12,62,4
21486,934,12,140,4
13607,1157,12,152,4
29128,1155,12,143,4
1426,961,11,77,4
27113,909,10,117,4
25657,1103,12,171,4
31628,927,10,152,4
31352,892,9,6,4
20774,1143,12,125,4
24191,1042,11,85,4
35709,1024,12,104,4
3971,775,11,54,4
33530,1069,10,36,4
4984,1004,10,190,4
29927,1109,11,118,4
19197,878,10,42,4
8495,1117,9,14,4
1412,1150,13,19,4
32484,1079,13,236,4
37112,987,9,156,4
15269,805,11,107,4
4016,1011,13,103,4
32039,1193,11,87,4
39893,1217,10,43,4
38736,1099,12,47,4
31497,1254,11,152,4
349,801,10,60,4
18059,946,9,19,4
25382,1251,11,44,4
38678,1071,13,121,4
11891,1013,10,126,4
37753,722,10,153,4
14399,1249,11,54,4
2717,1059,10,77,4
816,926,11,190,4
35109,1077,10,160,4
23696,867,10,105,4
12314,847,12,152,4
31238,1155,11,84,4
4643,1090,9,108,4
8693,1170,11,62,4
1319,1143,12,37,4
37467,950,8,137,4
32471,869,11,127,4
31698,740,10,144,4
8890,762,11,84,4
37898,972,11,142,4
35848,1141,12,190,4
19289,933,11,184,4
16624,881,15,159,4
16667,1143,11,113,4
5510,1081,11,70,4
22222,1088,12,139,4
27172,901,11,60,4
39426,1063,12,149,4
24166,886,12,81,4
3311,825,10,5,4
10886,1284,11,75,4
33042,907,9,117,4
9425,1003,9,18,4
11613,1038,13,172,4
21217,1244,12,88,4
23699,893,11,156,4
20355,884,11,137,4
4209,928,12,163,4
35980,1184,10,127,4
19089,1055,9,7,4
21594,1086,10,128,4
25338,930,10,182,4
22251,1082,14,119,4
33853,1030,9,111,4
14801,951,8,129,4
33463,941,11,21,4
28441,1031,11,67,4
37618,812,9,125,4
597,975,10,124,4
18053,1098,13,221,4
34375,1291,11,94,4
33427,843,11,71,4
18286,1039,10,184,4
7039,900,11,159,4
15608,949,10,206,4
16900,1144,9,188,4
30106,1030,11,48,4
403,1110,10,60,4
4003,1337,9,58,4
8530,962,9,8,4
30088,775,10,102,4
33644,1024,9,173,4
10937,732,10,78,4
35365,1213,12,69,4
440,1128,10,75,4
10334,867,9,184,4
21553,1108,10,51,4
16746,1310,11,157,4
11295,1316,11,168,4
30087,1157,13,155,4
24082,880,10,200,4
3146,1010,13,124,4
19819,1200,12,123,4
17125,921,9,38,4
29864,955,10,128,4
13851,983,11,87,4
27467,1126,10,71,4
23649,1177,10,137,4
12928,1021,11,138,4
21867,1109,12,101,4
12574,842,9,120,4
18403,1100,11,153,4
8982,1163,12,166,4
12913,1107,12,216,4
14767,930,9,71,4
1880,1081,11,188,4
36264,1011,11,132,4
3591,621,12,109,4
17031,984,11,63,4
15175,1148,11,52,4
8973,992,13,94,4
39623,1083,8,63,4
32256,1112,11,168,4
17321,930,9,131,4
26096,1227,11,104,4
18595,807,10,89,4
616,792,10,174,4
16311,915,11,124,4
18951,932,10,94,4
33461,1125,11,70,4
19397,832,12,118,4
69,1086,13,145,4
32751,944,8,66,4
36189,1404,9,49,4
38552,1042,12,39,4
4274,1040,11,132,4
12691,1191,13,45,4
3560,1024,12,98,4
11127,823,10,54,4
804,1253,12,72,4
14612,1100,8,58,4
29455,1042,13,70,4
12860,1051,10,202,4
977,1166,12,71,4
7543,1196,12,169,4
28139,1279,12,119,4
1403,1031,12,51,4
24716,1081,12,10,4
18889,957,11,113,4
17309,917,9,179,4
15986,810,11,93,4
23242,1059,12,19,4
16646,1189,13,109,4
29702,831,10,69,4
33396,1092,11,200,4
23233,723,12,215,4
36623,1016,11,70,4
32073,1070,9,201,4
5246,842,9,62,4
8201,1224,12,37,4
605,956,9,121,4
35037,1253,11,21,4
39605,1181,11,141,4
1679,1035,12,111,4
31981,786,11,133,4
37820,663,11,31,4
37150,1198,11,131,4
35508,894,11,77,4
26141,1161,10,111,4
20966,1300,12,7,4
13280,1034,8,172,4
7933,1145,11,43,4
18456,1039,9,101,4
5366,900,11,42,4
8474,829,10,30,4
26361,1003,11,108,4
14440,1040,14,59,4
22448,1257,12,82,4
29784,895,13,164,4
35283,674,10,78,4
2618,996,11,75,4
4580,879,11,101,4
14069,1080,11,63,4
36880,862,10,80,4
28012,1128,12,171,4
24114,780,10,38,4
21632,804,9,48,4
35514,994,10,98,4
5090,739,11,124,4
12274,974,10,108,4
29174,796,10,7,4
23036,934,9,107,4
5287,1090,9,162,4
26529,974,14,171,4
18471,813,10,104,4
18292,964,10,223,4
356,1171,9,106,4
17008,882,9,125,4
21160,1177,12,60,4
25656,996,11,151,4
7475,729,10,151,4
30804,792,10,160,4
14290,710,11,40,4
6719,1103,13,171,4
39233,1096,12,52,4
38448,1007,12,122,4
1492,1315,10,210,4
24274,1264,12,119,4
20487,969,8,92,4
1588,673,11,219,4
24559,984,11,72,4
24238,915,10,162,4
20196,1313,11,136,4
30480,1087,12,104,4
1226,1055,10,120,4
14015,892,10,198,4
34760,1035,12,130,4
30951,1106,12,13,4
39818,1002,11,99,4
7448,923,12,7,4
36049,1002,10,186,4
24041,747,10,162,4
36600,860,11,100,4
8138,942,10,63,4
23893,896,11,39,4
5596,1058,10,162,4
27769,1194,13,113,4
12692,1070,11,149,4
4523,1129,10,147,4
12181,1293,12,49,4
20363,1027,8,22,4
34904,895,10,122,4
21442,827,11,136,4
11077,1074,9,123,4
35366,1098,11,83,4
6513,942,9,118,4
511,959,10,111,4
37281,1114,13,55,4
30565,622,11,181,4
26666,857,9,146,4
22220,845,15,120,4
31650,1115,10,91,4
10065,1031,12,141,4
35493,1153,11,157,4
30139,1091,14,46,4
715,1101,10,44,4
28628,981,11,122,4
17610,1025,14,39,4
15569,759,10,105,4
9887,953,8,174,4
9187,1306,11,11,4
11830,1042,10,158,4
311,1052,14,104,4
34863,965,13,194,4
17823,864,9,145,4
12469,856,10,77,4
39077,883,9,103,4
10616,1130,11,120,4
24676,946,10,17,4
37336,940,10,177,4
22683,1044,11,202,4
1998,1160,11,164,4
26338,1229,10,139,4
28497,1293,11,53,4
11774,715,13,190,4
9336,882,11,107,4
13004,798,12,79,4
20357,826,12,20,4
39222,996,9,110,4
12770,841,9,110,4
15284,1200,13,34,4
21787,965,11,126,4
628,898,9,209,4
34424,909,10,22,4
9770,1077,10,176,4
15775,1176,11,42,4
31039,1170,13,194,4
22714,1208,10,59,4
31523,1069,12,58,4
35769,1258,10,110,4
8416,1034,10,124,4
31296,913,11,125,4
2076,939,11,109,4
4150,1000,8,109,4
37029,837,9,172,4
28837,956,9,60,4
28611,957,12,196,4
1044,813,11,24,4
34618,936,9,152,4
10840,810,10,83,4
38646,933,14,240,4
34593,903,11,62,4
16463,1084,10,147,4
27317,1213,12,141,4
26489,1060,13,137,4
35513,838,9,95,4
28261,1203,11,93,4
8796,941,9,201,4
1114,1041,9,157,4
20797,1225,12,109,4
2715,715,10,3,4
39708,953,11,62,4
30210,957,10,56,4
17601,1118,9,63,4
10400,851,12,79,4
10981,1308,10,208,4
26111,946,11,140,4
26502,1034,12,155,4
36713,877,11,214,4
3117,1004,10,127,4
27618,1074,9,134,4
30960,931,11,219,4
20217,909,9,164,4
21565,1133,10,203,4
36341,1101,13,27,4
1537,1017,10,107,4
3030,1228,12,129,4
35562,1070,7,65,4
18770,944,13,163,4
37134,1100,7,130,4
39657,1106,10,184,4
38151,938,12,35,4
28429,1068,13,34,4
11937,910,11,58,4
37464,979,12,8,4
4996,950,9,54,4
2994,1006,8,27,4
20891,1135,13,23,4
29466,1207,11,103,4
24428,1172,13,48,4
3630,1193,12,118,4
13328,962,10,127,4
29295,731,10,24,4
9332,1021,14,54,4
27053,1097,11,97,4
17476,904,10,145,4
6441,1235,11,231,4
8782,1029,10,105,4
8969,855,9,82,4
22194,814,10,162,4
16811,772,10,207,4
5344,1086,13,44,4
17958,1148,10,91,4
9158,846,9,161,4
26248,896,10,168,4
32190,1008,8,48,4
13554,989,8,187,4
16668,1047,10,81,4
29993,1050,11,161,4
32610,1141,10,117,4
5365,947,9,58,4
35507,856,12,147,4
9408,1099,10,211,4
10426,822,9,87,4
34363,1117,12,127,4
29996,831,12,148,4
7102,1170,13,71,4
32023,1180,12,178,4
30435,1267,12,28,4
16096,716,10,159,4
10422,1128,8,216,4
16724,1125,12,89,4
2730,966,9,150,4
14056,1043,14,8,4
15095,1099,11,125,4
3810,948,10,85,4
29957,1078,12,197,4
8135,881,12,51,4
22500,1115,11,207,4
24639,755,10,205,4
39781,792,10,175,4
6184,1074,11,176,4
13246,814,9,18,4
7936,910,10,55,4
36825,770,11,112,4
32250,845,11,135,4
12417,1202,12,52,4
33763,904,14,104,4
18159,998,8,159,4
10921,1027,12,106,4
24659,1236,11,103,4
31082,561,12,179,4
2410,1255,12,46,4
8424,836,10,99,4
21134,1146,11,12,4
941,1063,11,117,4
7921,899,10,129,4
16817,780,12,111,4
17702,779,10,123,4
34655,912,10,127,4
34623,907,11,31,4
5032,1081,13,81,4
33841,874,9,33,4
14958,1354,11,78,4
15305,1169,13,94,4
14058,1411,10,96,4
799,1085,12,35,4
28108,1065,14,231,4
15348,1089,11,191,4
33697,756,9,17,4
18624,1119,10,190,4
22802,1364,11,131,4
21944,797,9,42,4
38049,818,9,49,4
2944,885,10,150,4
16245,1066,13,90,4
32678,835,9,16,4
23688,1135,12,147,4
6832,1264,12,38,4
9555,1202,11,134,4
23297,1113,10,125,4
6418,1062,11,110,4
21544,958,10,111,4
30945,903,13,123,4
15203,1178,12,186,4
37924,1301,11,59,4
20953,1147,10,62,4
611,1081,11,228,4
20540,955,10,187,4
20007,1080,13,23,4
9644,1102,11,74,4
6181,926,10,218,4
19909,812,10,40,4
1175,1014,9,147,4
28964,1052,13,228,4
39123,1022,12,149,4
6587,1327,11,129,4
24039,721,10,84,4
12895,798,9,68,4
30813,1103,11,195,4
25686,1120,12,46,4
16288,867,10,157,4
4794,815,10,175,4
12422,1208,11,203,4
8911,1307,11,60,4
19295,1235,12,153,4
12607,1108,12,40,4
17561,984,8,174,4
21541,839,11,63,4
11958,1039,10,135,4
2257,1118,11,5,4
38871,958,8,163,4
38387,1081,12,50,4
37799,941,13,155,4
18034,1058,11,14,4
33237,866,10,41,4
4829,840,12,155,4
32854,1053,12,125,4
27298,1053,13,45,4
33359,933,9,196,4
21495,1061,12,32,4
21724,1034,13,180,4
23202,966,10,147,4
35459,1034,10,151,4
2184,859,9,135,4
34571,1122,12,198,4
9553,1208,11,19,4
5299,836,9,135,4
26138,1179,9,190,4
17200,832,10,43,4
22225,1147,11,185,4
28376,1360,11,59,4
5232,808,10,215,4
2049,903,11,121,4
6652,1235,11,151,4
36354,1069,13,35,4
8633,1145,13,101,4
33872,1116,13,174,4
39642,777,10,3,4
22607,873,12,55,4
19998,1106,10,42,4
28292,879,9,146,4
12836,1230,11,113,4
2641,876,9,105,4
10321,924,12,145,4
39679,1026,12,125,4
28641,1109,11,83,4
7312,1129,11,63,4
1812,1203,11,169,4
1787,1265,11,52,4
1314,975,9,207,4
17070,1283,10,22,4
27277,908,10,128,4
37178,1289,12,124,4
30109,772,9,30,4
27052,1096,11,24,4
12012,1101,12,155,4
17779,762,10,159,4
17346,1227,11,63,4
16779,1063,12,85,4
8574,1041,12,152,4
9044,1160,12,149,4
3089,1126,13,37,4
5101,1087,11,84,4
22285,779,11,100,4
13613,1024,11,220,4
15503,916,10,112,4
27105,1012,10,118,4
22107,1155,10,132,4
983,967,15,40,4
36614,853,12,149,4
18762,1118,11,228,4
140,842,10,200,4
26991,948,9,90,4
26059,733,11,142,4
20810,1018,12,8,4
21639,1104,10,215,4
32085,924,12,28,4
4755,1093,9,39,4
9802,961,12,61,4
15019,886,9,121,4
162,1392,9,155,4
7958,1047,13,175,4
37879,1120,12,31,4
4060,1168,12,98,4
24007,1142,10,141,4
22844,1049,12,148,4
28873,1137,12,125,4
13213,939,9,106,4
10631,1304,10,213,4
30278,1145,12,43,4
25579,672,11,184,4
11771,996,10,122,4
8180,1365,11,119,4
8141,1141,13,119,4
39118,1050,14,119,4
20265,1088,10,150,4
14080,1132,11,125,4
1810,1101,10,100,4
25991,1128,10,199,4
10127,809,9,85,4
30911,1000,9,184,4
16196,1260,10,6,4
15802,1102,10,122,4
13614,977,9,40,4
39791,1017,10,76,4
33370,902,11,195,4
17188,1085,10,132,4
23923,1150,11,192,4
13625,920,11,84,4
14902,838,10,55,4
9249,1210,9,13,4
11312,1068,11,215,4
6446,986,10,24,4
3143,1200,11,40,4
26358,1088,13,127,4
32451,1067,8,127,4
2651,1054,10,148,4
34135,1140,12,147,4
23438,1002,10,83,4
32994,1068,13,22,4
675,1005,12,35,4
39622,1421,10,121,4
6977,867,10,123,4
35021,1381,11,93,4
38185,1084,11,105,4
25475,1039,9,146,4
14406,854,11,51,4
20699,1180,11,66,4
21712,984,10,168,4
2490,1289,11,105,4
33080,844,9,76,4
14031,946,9,33,4
25801,1254,12,176,4
27880,851,10,98,4
18563,1090,10,38,4
13822,857,9,136,4
27089,1371,11,14,4
8628,971,9,172,4
12621,1275,12,85,4
8977,1268,12,123,4
10599,1024,10,201,4
7190,940,10,36,4
27800,1221,12,84,4
15951,992,11,121,4
27195,913,11,100,4
17353,896,11,82,4
32989,930,10,127,4
34419,819,10,97,4
23583,995,9,23,4
17738,885,10,45,4
33680,845,10,56,4
8517,958,10,39,4
34550,1037,12,158,4
22228,1240,11,32,4
21971,885,11,200,4
8895,1203,11,39,4
32949,966,9,79,4
18115,637,12,98,4
14677,1289,10,62,4
28576,1069,10,126,4
37426,857,10,129,4
2877,871,9,89,4
15612,993,10,19,4
37684,1300,12,54,4
5678,1084,13,132,4
9085,1092,12,76,4
2132,1025,11,207,4
21316,1106,12,202,4
8584,1042,9,179,4
7881,1150,13,130,4
16254,922,12,6,4
28244,1106,10,139,4
30284,957,12,198,4
1533,917,12,122,4
19093,1094,7,96,4
31847,925,10,157,4
37712,1146,13,62,4
20027,1096,7,160,4
11548,1228,9,78,4
35607,940,10,109,4
402,1103,11,160,4
34173,914,9,138,4
35052,732,10,42,4
32062,1143,13,158,4
32653,1006,8,62,4
32917,1058,11,146,4
19075,986,9,100,4
22734,882,13,116,4
15750,1239,10,139,4
22769,744,10,182,4
7148,1264,10,211,4
19697,910,11,171,4
25971,963,10,71,4
22560,989,12,74,4
9021,1149,9,25,4
15116,883,9,80,4
24959,1014,9,159,4
11361,978,12,95,4
13089,1001,13,118,4
11773,894,10,138,4
11899,944,13,95,4
24779,1196,11,17,4
4973,1170,13,147,4
18786,969,8,5,4
19173,1086,11,81,4
3423,1225,12,109,4
22934,1089,9,22,4
16024,1042,12,155,4
6768,1030,9,74,4
18348,1253,12,130,4
18825,968,10,121,4
34605,1185,11,89,4
2500,1040,12,7,4
27905,1154,11,175,4
39034,824,10,184,4
14579,877,9,218,4
20014,1023,12,172,4
5629,1234,12,61,4
33654,905,10,190,4
13198,1045,9,221,4
33119,1143,12,167,4
13686,955,9,121,4
30191,1228,12,228,4
8707,867,11,82,4
39289,1038,10,200,4
3233,1288,9,74,4
36504,1304,12,23,4
254,1291,12,69,4
28300,1146,10,129,4
34307,881,9,46,4
9661,1324,10,61,4
26888,1277,10,212,4
9918,1076,11,120,4
30672,657,11,166,4
4190,939,10,136,4
7602,1126,11,149,4
25707,939,10,188,4
9516,1135,12,145,4
4011,1068,9,4,4
34114,1004,9,99,4
6941,975,10,132,4
32067,1122,13,3,4
22048,907,14,207,4
33403,1094,11,186,4
38423,1055,10,203,4
65,1278,12,99,4
229,874,11,80,4
14761,942,13,33,4
39651,1199,12,127,4
24715,1011,11,57,4
28544,798,12,147,4
31202,1184,12,16,4
35467,1075,11,89,4
21242,870,9,64,4
27126,1007,12,184,4
31867,948,12,24,4
25494,1050,12,79,4
24232,918,10,50,4
15967,964,11,110,4
31265,841,10,131,4
13262,968,12,136,4
24974,1100,11,99,4
33451,1171,11,43,4
6401,969,10,102,4
16348,789,11,12,4
35503,1018,12,115,4
4010,1065,14,103,4
10113,1054,8,79,4
855,1288,11,124,4
24870,1024,8,104,4
21621,1095,10,159,4
34416,1022,11,22,4
8473,887,13,122,4
24546,742,11,101,4
686,957,13,191,4
19005,1047,9,58,4
27999,1289,10,23,4
9245,1207,11,151,4
21774,1213,11,71,4
3958,962,12,75,4
36565,1077,11,83,4
21449,850,9,90,4
6842,600,11,51,4
19687,955,9,13,4
34418,1380,10,116,4
5580,1109,11,127,4
27608,1015,12,101,4
33,1077,11,141,4
71,1079,11,204,4
36253,1119,11,178,4
32948,1116,12,87,4
23616,759,10,201,4
11183,1118,11,40,4
2141,985,11,48,4
16282,967,11,180,4
10590,1207,11,19,4
29211,980,11,198,4
18176,1106,11,113,4
20887,956,11,170,4
22851,1001,11,110,4
19298,1223,10,61,4
29975,846,9,45,4
16432,1099,9,108,4
23748,1256,12,15,4
26010,955,12,142,4
32703,1233,11,4,4
36570,1014,8,151,4
17371,818,9,124,4
38870,1005,8,165,4
37204,986,10,123,4
37083,965,10,125,4
20987,1096,9,160,4
3325,1265,12,80,4
37962,1075,11,150,4
19752,993,10,48,4
35577,904,9,193,4
39413,789,12,100,4
19589,813,9,60,4
2985,1111,10,137,4
